Track Name,Artist Name(s),Release Date,Duration (ms),Popularity,Genres,
Fortress,Woodlock,2015,247773,22,"australian indie folk,indie anthem-folk,modern indie folk",
Moving to the Left,Woods,4/15/14,322544,32,"brooklyn indie,chamber pop,freak folk,indie rock,modern folk rock,neo-psychedelic,noise pop",
Apathy,Work Wife,12/2/22,240000,19,,
December Summer,Work Wife,9/29/22,205675,14,,
Act I,Worn-Tin,6/9/23,237607,22,indie garage rock,
Sensitivity,Worn-Tin,1/19/16,237741,45,indie garage rock,
1:30,Worst Party Ever,4/19/17,136856,23,"5th wave emo,diy emo,lo-fi emo,midwest emo,small room",
3:67 AM,Worst Party Ever,1/2/19,118804,3,"5th wave emo,diy emo,lo-fi emo,midwest emo,small room",
Cross Country,Worst Party Ever,2/14/20,113504,35,"5th wave emo,diy emo,lo-fi emo,midwest emo,small room",
False Teeth,Worst Party Ever,2/7/20,158388,39,"5th wave emo,diy emo,lo-fi emo,midwest emo,small room",
Holy Water,Worst Party Ever,7/8/18,98115,3,"5th wave emo,diy emo,lo-fi emo,midwest emo,small room",
Sub Bean Every Day,Worst Party Ever,4/19/17,72830,39,"5th wave emo,diy emo,lo-fi emo,midwest emo,small room",
Trying Harder,Worst Party Ever,4/19/17,77139,42,"5th wave emo,diy emo,lo-fi emo,midwest emo,small room",
Trying Soda (I Know You so Well),Worst Party Ever,4/19/17,109114,47,"5th wave emo,diy emo,lo-fi emo,midwest emo,small room",
what about you?,Worst Party Ever,1/24/20,186108,40,"5th wave emo,diy emo,lo-fi emo,midwest emo,small room",
Wovoka,Voka Gentle,7/13/15,413086,3,,
11 Blocks,Wrabel,6/24/16,222213,51,"alt z,indie poptimism",
It's You,"Wrabel,Magical Thinker",7/26/17,200000,33,"alt z,indie poptimism",
Poetry,Wrabel,5/12/17,249813,47,"alt z,indie poptimism",
Ritual,Wrabel,5/12/17,241465,41,"alt z,indie poptimism",
The Village,Wrabel,7/27/17,230293,65,"alt z,indie poptimism",
We Could Be Beautiful,Wrabel,5/12/17,200760,39,"alt z,indie poptimism",
All My Friends,WRENN,4/10/17,173986,30,"alt z,la indie",
Cease Fire !,WRENN,3/2/17,245091,20,"alt z,la indie",
Craigslist Personals,WRENN,11/22/19,209797,34,"alt z,la indie",
Hailey,WRENN,11/27/20,167463,48,"alt z,la indie",
I'm Tired of Being Alone,WRENN,8/27/16,203345,21,"alt z,la indie",
Internet Gaming,WRENN,3/27/20,241445,21,"alt z,la indie",
Maggie Gyllenhaal,WRENN,8/14/20,176563,28,"alt z,la indie",
On the Run,WRENN,7/14/17,233306,27,"alt z,la indie",
Psychosexual,WRENN,9/13/19,219989,38,"alt z,la indie",
You,WRENN,6/10/16,270689,32,"alt z,la indie",
Your Friends Like Me Better,WRENN,5/7/21,153119,0,"alt z,la indie",
Little Miss Perfect,"Write Out Loud,Joriah Kwamé,Taylor Louderman",9/9/19,198412,0,"broadway,show tunes",
For The Thrill of It,"Wyatt Blair,Buddy Crime",8/18/23,157031,17,la indie,
Losing Sleep - Revisited,Wyatt Flores,2/10/23,256907,54,"modern country pop,oklahoma country",
Fortune,Wye Oak,11/12/19,229164,20,"baltimore indie,chamber pop",
Kings of Summer,Wylder,8/28/20,205561,0,"dc indie,modern indie folk",
Used,Wyvern Lingo,8/14/14,252816,45,irish pop,
Ahead Of Myself,X Ambassadors,7/21/17,223146,48,"modern alternative rock,modern rock,stomp pop",
Hoping,X Ambassadors,3/10/17,193566,42,"modern alternative rock,modern rock,stomp pop",
JOYFUL,X Ambassadors,1/26/18,232560,35,"modern alternative rock,modern rock,stomp pop",
Unsteady,X Ambassadors,6/30/15,193546,75,"modern alternative rock,modern rock,stomp pop",
Generals And Majors - 2001 Remaster,XTC,9/12/80,244506,46,"alternative rock,art punk,art rock,beatlesque,new romantic,new wave,new wave pop,post-punk,power pop,uk post-punk,zolo",
Life Begins At The Hop - Remastered 2001,XTC,8/17/79,229066,30,"alternative rock,art punk,art rock,beatlesque,new romantic,new wave,new wave pop,post-punk,power pop,uk post-punk,zolo",
Making Plans For Nigel,XTC,8/17/79,253800,60,"alternative rock,art punk,art rock,beatlesque,new romantic,new wave,new wave pop,post-punk,power pop,uk post-punk,zolo",
Respectable Street - 2001 Remaster,XTC,9/12/80,217942,36,"alternative rock,art punk,art rock,beatlesque,new romantic,new wave,new wave pop,post-punk,power pop,uk post-punk,zolo",
Roads Girdle The Globe - 2001 Digital Remaster,XTC,8/17/79,290960,29,"alternative rock,art punk,art rock,beatlesque,new romantic,new wave,new wave pop,post-punk,power pop,uk post-punk,zolo",
Scissor Man - 2001 Digital Remaster,XTC,8/17/79,240026,28,"alternative rock,art punk,art rock,beatlesque,new romantic,new wave,new wave pop,post-punk,power pop,uk post-punk,zolo",
When You're Near Me I Have Difficulty - 2001 Digital Remaster,XTC,8/17/79,202240,40,"alternative rock,art punk,art rock,beatlesque,new romantic,new wave,new wave pop,post-punk,power pop,uk post-punk,zolo",
Get Closer - Joe Mason Remix,"XYLØ,Joe Mason",2/24/17,264000,32,"alt z,indie poptimism,la pop",
In Perfect Time,Xinxin,1/7/23,180759,27,,
Alone With You,"Y.V.E. 48,Loé",8/16/19,153142,51,"deep tropical house,tropical house",
Broke As Fuck,Cordae,7/26/19,196111,59,"hip hop,pop rap,rap,trap,underground hip hop",
Bounce Out With That,YBN Nahmir,9/7/18,99108,69,"alabama rap,rap,trap",
Come Back,Yeek,12/10/15,144120,25,hyperpop,
Set The Dogs,YEYEY,11/13/15,308898,0,vapor soul,
Seize the Power,YONAKA,1/27/21,161617,55,"brighton indie,modern alternative rock",
All Rise,YONAS,6/29/18,211607,41,indie pop rap,
Photo,YONAS,5/26/15,196400,47,indie pop rap,
Go,Yowler,3/10/15,213056,29,small room,
All the Funds,Yabadum,5/30/14,400986,31,brooklyn indie,
Look Alive,Yabadum,5/30/14,230320,30,brooklyn indie,
Mountain Man,Yabadum,5/30/14,321746,26,brooklyn indie,
Finger In Your Eye,YACHT,2/3/23,175000,25,"ai,alternative dance,chillwave,dance-punk,indietronica,neo-synthpop,new rave,shimmer pop",
New Soul,Yael Naim,10/22/07,225105,64,folk-pop,
Sleep Navigator,Yamaneko,11/17/17,201000,34,"experimental ambient,experimental synth,weightless",
En Cero,"Yandel,Sebastian Yatra,Manuel Turizo",5/24/19,223586,57,"latin hip hop,reggaeton,trap latino,urbano latino,colombian pop,latin pop,reggaeton colombiano",
"Comptine d'un autre été, l'après-midi",Yann Tiersen,4/23/01,140733,76,"compositional ambient,french soundtrack",
Doomscrolling,Yaris Paris,8/11/23,218000,2,,
Only You,Yazoo,1982,194173,66,"new romantic,new wave,new wave pop,synthpop",
What Could Have Been feat. Ray Chen (from the series Arcane League of Legends),"Sting,Ray Chen",11/20/21,213474,65,"permanent wave,soft rock,sophisti-pop,taiwan classical performance,violin",
Different Today,Yeah Yeah Yeahs,9/30/22,267626,42,"alternative dance,alternative rock,art pop,dance-punk,garage rock,indie rock,modern rock,neo-synthpop,new rave",
Heads Will Roll,Yeah Yeah Yeahs,1/1/09,221000,70,"alternative dance,alternative rock,art pop,dance-punk,garage rock,indie rock,modern rock,neo-synthpop,new rave",
Maps,Yeah Yeah Yeahs,4/29/03,219986,71,"alternative dance,alternative rock,art pop,dance-punk,garage rock,indie rock,modern rock,neo-synthpop,new rave",
Outside,Year of Dogs,12/2/22,256920,10,,
If You're Over Me,Years & Years,2/14/19,189000,57,"dance pop,gauze pop,pop,pop dance,uk pop",
Miles Away Acoustic Edit,Years Around The Sun,8/24/10,220954,46,indie surf,
Blue Skies Dandelions,Yeasayer,6/7/19,184725,28,"alternative dance,brooklyn indie,chamber pop,indie rock,neo-synthpop,shimmer pop",
Les soupirs et les refrains,Yelle,9/26/14,224600,20,"alternative dance,electro-pop francais,electroclash,electropop,filter house,neo-synthpop,new rave",
Tu es beau,Yelle,8/31/07,347280,31,"alternative dance,electro-pop francais,electroclash,electropop,filter house,neo-synthpop,new rave",
RYDEEN,"YELLOW MAGIC ORCHESTRA,Norio Yoshizawa",9/25/79,266360,44,"classic j-rock,electro,proto-techno,shibuya-kei,synthesizer,techno kayo,zolo",
Don't Be Afraid,Yellow Ostrich,2/25/14,265053,0,shimmer pop,
How Do You Do It - Keith Sweaty Remix,"Yellow Ostrich,Keith Sweaty",3/26/21,200733,0,shimmer pop,
In The Dark,Yellow Ostrich,2/25/14,175733,0,shimmer pop,
Last Summer,Yellow Ostrich,4/23/21,174648,0,shimmer pop,
Like a Bird - Demo,Yellow Ostrich,3/26/21,163393,3,shimmer pop,
Mary - Alternate,Yellow Ostrich,2011,246124,28,shimmer pop,
My Moons,Yellow Ostrich,2/25/14,236320,7,shimmer pop,
Neon Fists,Yellow Ostrich,3/26/21,198120,0,shimmer pop,
Shades,Yellow Ostrich,2/25/14,227960,0,shimmer pop,
Terrors,Yellow Ostrich,2/25/14,180360,12,shimmer pop,
Things Are Fallin',Yellow Ostrich,2/25/14,307000,4,shimmer pop,
You Are The Stars,Yellow Ostrich,2/25/14,223040,0,shimmer pop,
Ocean Avenue,Yellowcard,1/1/03,198266,75,"alternative metal,pop punk,post-grunge,socal pop punk",
Only One,Yellowcard,1/1/03,257399,67,"alternative metal,pop punk,post-grunge,socal pop punk",
Southern Air,Yellowcard,8/14/12,262643,29,"alternative metal,pop punk,post-grunge,socal pop punk",
Telescope,Yellowcard,8/14/12,231131,34,"alternative metal,pop punk,post-grunge,socal pop punk",
Ten,Yellowcard,8/14/12,286865,31,"alternative metal,pop punk,post-grunge,socal pop punk",
Horses,Yes Nice,12/1/09,187560,12,"edmonton indie,indie psych-pop",
In an Empty Lot,yetipolk,2/17/19,186633,8,,
Massachusetts,Ylvis,11/10/14,275173,32,comic,
Make Me Want You,Yndling,6/23/23,245414,20,chill dream pop,
Cool Around You,Yo Grapes,4/16/20,194000,26,"indie surf,south african alternative",
I Play the Drums,Yo Grapes,9/2/16,220016,15,"indie surf,south african alternative",
Green Arrow,Yo La Tengo,4/22/97,343800,51,"alternative rock,art pop,dream pop,indie rock,indietronica,lo-fi,new jersey indie,noise pop,permanent wave,shoegaze",
Alive,"YOG$,Quinn XCII",11/29/18,195705,39,indie pop rap,
You See Me,Checo Mate,1/11/21,155892,24,,
Beige,Yoke Lore,6/16/17,204208,75,nyc pop,
Chin Up,Yoke Lore,3/29/19,265213,54,nyc pop,
I'm Bill Paxton,You Blew It!,4/24/12,193213,0,"alternative emo,emo,midwest emo",
Lanai,You Blew It!,1/27/15,233000,10,"alternative emo,emo,midwest emo",
Match & Tinder,You Blew It!,1/14/14,159931,47,"alternative emo,emo,midwest emo",
Regional Dialect,You Blew It!,1/14/14,168001,0,"alternative emo,emo,midwest emo",
The Fifties,You Blew It!,4/24/12,138493,0,"alternative emo,emo,midwest emo",
3AM,You Me At Six,10/5/18,214824,36,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Adrenaline,You Me At Six,1/15/21,210080,38,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Back Again,You Me At Six,10/5/18,176960,38,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Be Who You Are,You Me At Six,1/27/14,108033,24,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Bite My Tongue,"You Me At Six,Oli Sykes",1/1/11,222040,57,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Bite My Tongue,"You Me At Six,Oli Sykes",1/1/11,222040,57,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Carpe Diem,You Me At Six,1/27/14,194827,18,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Champagne Wishes (Bonus Track),You Me At Six,1/27/14,187831,11,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Cold Night,You Me At Six,1/27/14,245302,25,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Crash,You Me At Six,1/1/11,309840,41,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
"Finders Keepers - Live At Wembley, UK / 2012",You Me At Six,1/1/13,201857,10,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Forgive and Forget,You Me At Six,1/27/14,240888,26,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Fresh Start Fever,You Me At Six,1/27/14,216373,35,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Give,You Me At Six,1/6/17,196240,44,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Gossip,1up Tee,5/9/23,109680,39,,
Hard To Swallow,You Me At Six,1/1/10,204800,32,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Heavy Soul,You Me At Six,1/6/17,234786,22,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Hope for the Best,You Me At Six,1/27/14,170461,24,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Jaws On The Floor,You Me At Six,1/1/11,165133,29,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Liquid Confidence (Nothing To Lose),You Me At Six,1/1/13,194211,11,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Little Death,You Me At Six,1/1/11,191426,27,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Lived a Lie,You Me At Six,1/27/14,203253,41,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Love Me Like You Used To,You Me At Six,1/27/14,184893,20,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Loverboy,You Me At Six,1/1/11,197466,37,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Make Your Move,You Me At Six,1/6/17,220080,23,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Night People,You Me At Six,1/6/17,183720,41,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
No One Does It Better,You Me At Six,1/1/11,281546,38,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Playing The Blame Game,You Me At Six,1/1/10,185733,36,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Plus One,You Me At Six,1/6/17,154600,24,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Pray for Me - Alexis Troy Remix,"You Me At Six,Alexis Troy",7/19/19,188461,12,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk,deep german hip hop",
Reckless,You Me At Six,1/1/11,270133,34,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Room to Breathe,You Me At Six,1/27/14,239050,49,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Stay With Me,You Me At Six,1/1/10,194954,50,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Swear,You Me At Six,1/6/17,165866,30,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
"Take Off Your Colours - Live At Wembley, UK / 2012",You Me At Six,1/1/13,345404,11,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Take Your Breath Away,You Me At Six,1/1/10,183026,30,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Take on the World,You Me At Six,1/6/17,271306,62,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
The Consequence,You Me At Six,1/1/10,266946,36,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
The Dilemma,You Me At Six,1/1/11,171000,26,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Lived a Lie,You Me At Six,1/27/14,203253,41,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
This Is The First Thing,You Me At Six,5/27/22,192586,19,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Too Young to Feel This Old,You Me At Six,1/27/14,252022,23,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Underdog,You Me At Six,1/1/10,143080,60,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
Wild Ones,You Me At Six,1/27/14,302454,27,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
"Win Some, Lose Some",You Me At Six,1/27/14,236211,27,"modern alternative rock,modern rock,neon pop punk,pop emo,pop punk",
"Caught In Time, So Far Away",You'll Never Get to Heaven,8/4/14,228653,52,"ambient pop,dream pop,london on indie,nu gaze",
I Can Get Back Up Now,"You, Me, And Everyone We Know",12/8/08,220280,29,"alternative pop rock,neon pop punk,pop emo",
Sykia,Young Buffalo,2/17/15,222066,14,"mississippi indie,shimmer psych",
Drift,Young Culture,8/16/18,182481,0,"anthem emo,pop punk",
Rice,Young Fathers,2/3/23,159616,52,"abstract hip hop,art pop,chamber psych,scottish hip hop",
Cold In The Summer,Young Guv,8/18/20,213594,19,modern power pop,
Every Flower I See,Young Guv,8/2/19,197925,17,modern power pop,
Blame on Me,Young Guy,1/1/23,202161,31,southern soul blues,
Green,Young Jesus,11/14/17,346480,21,indie psych-pop,
Both Burn Blue,Young Lyre,7/18/14,264702,0,nz indie,
American Dream Come True,Young Mister,6/24/16,199543,29,"hopebeat,north carolina indie",
Anybody Out There,Young Mister,6/24/16,222822,46,"hopebeat,north carolina indie",
Carolina,Young Mister,6/24/16,245832,39,"hopebeat,north carolina indie",
Everything Has Its Place,Young Mister,6/24/16,252925,46,"hopebeat,north carolina indie",
Infinite Space,Young Mister,10/2/17,204291,28,"hopebeat,north carolina indie",
Pasadena,Young Mister,6/24/16,226445,42,"hopebeat,north carolina indie",
Take Me Away,Young Mister,6/24/16,216844,20,"hopebeat,north carolina indie",
The Best Part,Young Mister,6/24/16,201519,38,"hopebeat,north carolina indie",
Wonder of the Woods,Young Mister,11/26/20,153000,9,"hopebeat,north carolina indie",
We Alright,"Young Money,euro,Birdman,Lil Wayne",1/1/14,311373,41,"dirty south rap,pop rap,rap,southern hip hop,trap,rhode island rap,hip hop,new orleans rap",
Fucked Up,Young Rising Sons,5/12/15,202866,42,"folk-pop,hopebeat",
Last Week on a Friday,Young Rising Sons,4/16/21,200886,0,"folk-pop,hopebeat",
SAD (Clap Your Hands),Young Rising Sons,9/28/18,152202,57,"folk-pop,hopebeat",
Scatterbrain,Young Rising Sons,9/28/18,148303,28,"folk-pop,hopebeat",
Turnin',Young Rising Sons,7/8/14,209466,34,"folk-pop,hopebeat",
Now (feat. 21 Savage),"Young Thug,21 Savage",4/13/18,206773,50,"atl hip hop,atl trap,gangster rap,melodic rap,rap,trap,hip hop",
Wyclef Jean,Young Thug,8/26/16,236293,63,"atl hip hop,atl trap,gangster rap,melodic rap,rap,trap",
Anagram,Young the Giant,1/17/14,294240,43,"indietronica,modern alternative rock,modern rock,pov: indie,stomp and holler",
Apartment,Young the Giant,2011,235800,50,"indietronica,modern alternative rock,modern rock,pov: indie,stomp and holler",
Call Me Back,Young the Giant,10/12/18,237746,51,"indietronica,modern alternative rock,modern rock,pov: indie,stomp and holler",
Camera,Young the Giant,1/17/14,312920,35,"indietronica,modern alternative rock,modern rock,pov: indie,stomp and holler",
Cough Syrup,Young the Giant,2011,249520,72,"indietronica,modern alternative rock,modern rock,pov: indie,stomp and holler",
Crystallized,Young the Giant,1/17/14,240520,45,"indietronica,modern alternative rock,modern rock,pov: indie,stomp and holler",
Eros,Young the Giant,1/17/14,250746,38,"indietronica,modern alternative rock,modern rock,pov: indie,stomp and holler",
