ID,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,temperature,weather_description,Traffic_Level,Distance (km),Delivery Duration
4FD4,4.8,Drinks,scooter,28.54,mist,Low,5.87,29.88
B3E3,4.8,Buffet,motorcycle,22.63,haze,High,11.16,35.0
DB9E,5.0,Drinks,scooter,25.34,clear sky,Very High,32.52,55.13
67AB,4.4,Meal,motorcycle,24.93,clear sky,High,11.99,31.03
A10E,4.6,Meal,scooter,24.92,mist,Moderate,9.3,26.68
285D,4.7,Drinks,motorcycle,24.01,haze,Moderate,12.86,35.6
79BF,5.0,Meal,motorcycle,22.08,haze,Moderate,6.16,23.3
B692,4.2,Meal,motorcycle,22.9,haze,Very High,17.04,50.67
B3D8,4.9,Snack,scooter,23.77,haze,Moderate,9.13,35.53
CBE2,4.8,Meal,motorcycle,25.97,clear sky,Moderate,8.95,24.53
728B,4.2,Meal,scooter,22.31,clear sky,High,24.02,39.82
A09,4.9,Snack,motorcycle,27.63,clear sky,Very High,21.38,57.93
DF1F,4.9,Drinks,motorcycle,25.48,clear sky,Moderate,8.11,35.98
CCC2,4.9,Drinks,electric_scooter,23.81,clear sky,High,13.05,40.6
EE9,4.6,Snack,scooter,20.3,scattered clouds,High,17.44,43.23
A9B,4.6,Buffet,motorcycle,20.48,clear sky,Very Low,3.09,9.47
4E1D,4.5,Meal,motorcycle,24.98,mist,Very Low,2.41,12.17
B95E,4.9,Buffet,motorcycle,23.83,haze,High,13.96,41.3
6AB5,4.7,Snack,scooter,26.12,haze,High,16.73,41.93
D408,4.8,Buffet,scooter,25.64,clear sky,Low,3.55,13.75
3710,4.7,Meal,motorcycle,24.97,mist,Low,5.91,20.1
CC25,4.8,Snack,motorcycle,24.01,broken clouds,Very High,30.57,69.35
89E,4.6,Meal,scooter,25.92,haze,Moderate,8.55,22.58
8F4C,4.8,Buffet,motorcycle,23.67,haze,High,9.46,34.37
B316,4.8,Meal,motorcycle,25.89,haze,Low,5.09,17.3
B341,4.9,Snack,scooter,27.93,clear sky,Very High,26.84,65.73
B0E8,4.9,Meal,motorcycle,24.89,clear sky,Very High,27.93,56.78
4B43,4.6,Meal,motorcycle,27.56,smoke,Very High,15.33,56.12
3065,4.3,Buffet,scooter,23.99,haze,High,16.44,37.6
703,4.6,Meal,motorcycle,25.97,haze,High,15.72,36.92
AC52,4.5,Meal,motorcycle,22.1,haze,Low,6.53,19.78
35B6,4.6,Snack,motorcycle,23.39,clear sky,High,15.0,48.23
C55,4.9,Snack,scooter,26.0,haze,Low,6.59,22.0
1A11,4.9,Buffet,motorcycle,25.01,mist,Very Low,3.42,14.33
8724,4.0,Snack,motorcycle,22.94,haze,High,15.02,42.33
B7F7,4.9,Drinks,scooter,28.54,mist,Low,7.87,28.65
677F,4.5,Drinks,scooter,22.94,clear sky,Moderate,6.36,30.02
9754,4.6,Meal,electric_scooter,20.61,clear sky,Low,4.51,12.4
5D5D,4.6,Snack,motorcycle,26.84,smoke,Very High,31.27,81.77
37DE,4.8,Meal,motorcycle,28.54,mist,Very High,20.91,50.28
541F,4.9,Buffet,electric_scooter,28.53,overcast clouds,Very High,26.17,72.45
8310,4.8,Meal,electric_scooter,22.81,haze,Very High,21.38,53.85
753A,4.9,Drinks,motorcycle,20.19,mist,High,18.51,48.87
9D11,4.6,Meal,scooter,28.02,smoke,Low,3.66,20.5
1D15,4.7,Buffet,scooter,20.61,clear sky,Moderate,11.3,29.13
1141,4.9,Drinks,scooter,28.4,mist,High,13.58,50.82
AB2E,4.6,Buffet,motorcycle,20.22,scattered clouds,Moderate,14.22,25.83
A3A4,4.5,Snack,motorcycle,23.29,clear sky,High,12.04,41.75
5AC6,4.8,Snack,scooter,23.99,haze,High,16.42,39.5
AD50,4.7,Drinks,motorcycle,22.25,clear sky,Moderate,16.63,39.92
A0EE,4.7,Snack,motorcycle,24.08,haze,Moderate,9.15,30.65
91C3,4.6,Meal,scooter,22.68,haze,Very High,21.45,53.45
19D5,4.4,Meal,motorcycle,22.14,haze,Moderate,9.65,30.6
3F0B,4.8,Meal,motorcycle,22.86,haze,Very High,24.77,75.72
444E,4.8,Meal,scooter,20.22,mist,High,11.32,40.77
47B3,4.7,Drinks,scooter,22.62,haze,High,15.27,54.5
B798,4.6,Buffet,scooter,22.08,haze,Low,5.67,21.05
5960,4.8,Buffet,motorcycle,20.05,mist,Moderate,6.03,26.03
B340,4.6,Buffet,motorcycle,20.25,mist,Very High,23.01,56.12
5.90E+09,4.7,Buffet,motorcycle,22.89,clear sky,Very High,21.42,57.3
3.40E+10,4.5,Buffet,scooter,24.92,mist,Moderate,8.23,26.12
76A2,4.1,Drinks,scooter,23.04,haze,Very Low,3.85,20.73
1F73,4.9,Meal,scooter,22.94,haze,Moderate,10.64,29.75
6AD9,4.7,Drinks,motorcycle,20.54,clear sky,Very Low,3.28,17.12
561F,4.6,Drinks,scooter,26.0,haze,High,16.69,45.75
8CBC,4.3,Drinks,motorcycle,24.98,mist,Low,4.05,25.52
1741,4.1,Meal,motorcycle,25.95,haze,High,14.52,36.67
E1A3,4.6,Buffet,motorcycle,28.97,scattered clouds,Low,4.42,23.5
DF4F,4.8,Snack,motorcycle,28.0,haze,High,18.49,47.87
DDC6,4.5,Meal,scooter,27.99,haze,Moderate,9.67,27.57
927E,4.8,Meal,electric_scooter,28.59,mist,Very High,17.33,49.98
4BD8,4.7,Buffet,scooter,28.47,mist,High,12.24,41.9
777A,4.9,Snack,motorcycle,20.81,clear sky,High,16.81,39.42
C8E3,4.5,Snack,scooter,24.18,broken clouds,Very High,28.78,61.17
15EC,4.6,Meal,scooter,22.77,haze,High,18.75,43.88
A34F,4.7,Drinks,scooter,25.97,haze,Moderate,12.12,37.03
78DC,4.7,Drinks,scooter,23.19,haze,Moderate,9.19,39.07
6.50E+10,4.2,Snack,motorcycle,20.61,clear sky,Low,4.56,20.38
DF0C,4.7,Snack,motorcycle,28.02,haze,Very High,19.8,54.82
85C0,4.4,Snack,motorcycle,22.93,haze,Low,9.47,25.35
AFE5,5.0,Buffet,motorcycle,27.14,smoke,High,11.79,44.62
CE4A,4.7,Meal,motorcycle,25.53,clear sky,High,22.82,44.1
68AF,4.7,Buffet,motorcycle,28.55,mist,Moderate,8.77,28.45
CADA,4.7,Buffet,motorcycle,20.26,haze,Very High,21.87,57.37
7A9E,4.6,Buffet,motorcycle,20.7,clear sky,Very High,18.38,48.47
8AC,4.6,Buffet,electric_scooter,22.87,haze,Moderate,8.47,24.5
27D6,4.5,Drinks,motorcycle,20.54,clear sky,Low,6.79,29.75
8C6E,4.3,Drinks,motorcycle,22.82,haze,Very Low,2.13,18.15
82C1,4.7,Snack,motorcycle,28.55,mist,High,13.9,46.6
DB32,4.7,Snack,motorcycle,25.48,clear sky,Moderate,11.9,34.78
D90C,4.7,Drinks,electric_scooter,25.36,clear sky,Very High,32.71,60.23
7240,4.5,Drinks,scooter,24.95,mist,Low,6.63,28.47
A2C2,4.8,Buffet,scooter,26.0,haze,Moderate,13.17,30.7
8CE8,4.6,Meal,electric_scooter,24.96,mist,Low,6.0,20.98
6B98,4.9,Drinks,motorcycle,23.99,haze,High,16.43,44.27
1B63,4.6,Snack,motorcycle,24.96,mist,Low,5.06,23.57
1F72,5.0,Drinks,motorcycle,28.51,overcast clouds,Very High,14.83,63.9
6A37,4.7,Drinks,motorcycle,28.53,overcast clouds,Very High,20.37,72.97
CBFD,5.0,Meal,scooter,25.62,clear sky,High,16.06,40.0
501D,4.4,Buffet,motorcycle,24.94,mist,Low,7.48,24.95
B90D,4.9,Buffet,motorcycle,22.23,clear sky,Moderate,16.68,31.12
5F29,4.6,Meal,motorcycle,25.97,haze,Moderate,11.53,28.7
C38A,4.6,Snack,motorcycle,21.83,haze,Moderate,7.23,31.22
F10,4.9,Meal,motorcycle,22.78,haze,Very High,19.64,49.07
1324,4.7,Meal,motorcycle,22.75,haze,Very High,17.06,48.1
D99,4.7,Buffet,motorcycle,22.58,haze,High,12.04,38.15
D194,4.6,Meal,motorcycle,28.81,scattered clouds,High,17.48,39.75
AF82,4.7,Drinks,motorcycle,22.88,haze,Very High,16.6,57.97
8B0B,4.8,Drinks,motorcycle,23.46,clear sky,Very High,23.24,68.63
2B44,4.8,Drinks,motorcycle,22.37,haze,Moderate,9.38,38.6
BC9D,4.6,Meal,motorcycle,28.52,overcast clouds,Very High,22.95,68.63
56C7,4.5,Snack,electric_scooter,22.8,haze,Low,5.78,25.48
30DB,4.7,Buffet,scooter,22.22,clear sky,High,16.58,39.97
476,4.6,Snack,scooter,22.78,haze,Moderate,9.45,29.18
808,4.6,Buffet,motorcycle,22.9,haze,Low,2.92,16.2
6FC4,4.2,Snack,motorcycle,23.12,haze,Low,4.9,24.05
D49E,4.1,Meal,motorcycle,25.64,clear sky,Very Low,3.55,10.62
604B,3.9,Snack,motorcycle,22.14,haze,Low,9.11,25.33
77DB,4.6,Snack,motorcycle,23.64,haze,Moderate,7.71,35.77
493B,4.8,Drinks,motorcycle,24.91,clear sky,High,17.3,45.38
5C2E,4.9,Snack,scooter,22.86,haze,High,16.89,46.08
32EB,4.6,Drinks,electric_scooter,23.6,clear sky,Very High,26.07,66.85
1053,4.2,Snack,motorcycle,25.87,haze,Moderate,6.16,28.83
9EE2,4.6,Meal,motorcycle,22.31,clear sky,Very High,27.79,52.7
DB5E,4.9,Buffet,motorcycle,22.97,clear sky,Very High,31.87,58.23
B195,3.8,Drinks,scooter,20.62,clear sky,High,26.21,47.12
B6F8,4.9,Snack,motorcycle,24.9,clear sky,Very High,21.59,51.75
13ED,4.9,Meal,motorcycle,20.11,scattered clouds,High,15.31,34.2
C492,4.8,Meal,motorcycle,21.77,haze,High,18.28,46.3
2879,4.6,Buffet,motorcycle,22.23,clear sky,High,16.86,33.62
D8DD,4.3,Drinks,scooter,28.03,haze,High,19.52,49.42
7089,4.8,Snack,motorcycle,28.38,overcast clouds,Very High,26.17,73.53
8298,4.6,Snack,motorcycle,24.92,mist,Moderate,13.46,36.72
C6A1,2.9,Snack,scooter,22.97,clear sky,Very High,31.87,60.23
B1AB,4.9,Buffet,motorcycle,20.25,clear sky,High,25.55,45.18
8.00E+82,4.3,Snack,scooter,22.48,clear sky,Moderate,7.88,28.5
68AE,4.7,Drinks,scooter,25.02,mist,Low,4.05,25.5
3279,4.7,Buffet,motorcycle,22.96,clear sky,High,8.28,33.48
959D,5.0,Buffet,motorcycle,24.93,mist,High,14.17,42.05
DDA7,5.0,Meal,motorcycle,24.91,clear sky,Moderate,6.64,22.22
8D1E,4.7,Meal,scooter,24.14,haze,Low,7.08,17.62
5B9E,4.8,Meal,scooter,22.14,haze,Moderate,9.33,24.87
6CCC,4.6,Drinks,scooter,20.16,mist,Moderate,7.87,42.03
C12,4.9,Meal,motorcycle,20.62,clear sky,High,22.84,39.67
3FBA,3.7,Meal,scooter,23.98,haze,High,15.72,33.37
9E5C,4.4,Snack,motorcycle,28.45,mist,Low,4.52,21.72
5F73,4.9,Meal,motorcycle,23.12,haze,Low,4.9,20.05
43BB,5.0,Meal,motorcycle,20.04,mist,Low,3.19,18.27
3DAE,4.1,Snack,motorcycle,23.63,haze,Low,6.11,25.97
4ADF,4.5,Meal,electric_scooter,22.86,clear sky,Very High,19.23,49.32
4705,5.0,Buffet,motorcycle,22.8,haze,High,18.95,48.35
60B5,4.5,Buffet,scooter,20.18,mist,Moderate,16.82,35.9
CFB5,4.7,Meal,motorcycle,22.97,clear sky,Very High,28.86,65.95
71C2,4.8,Buffet,electric_scooter,26.12,haze,Very High,20.63,50.0
CE7A,4.6,Buffet,scooter,27.99,haze,High,17.36,41.98
B503,5.0,Buffet,motorcycle,23.83,haze,High,15.3,42.47
B7AD,4.7,Drinks,electric_scooter,20.1,mist,Low,4.41,31.0
7763,4.7,Drinks,motorcycle,23.74,haze,Moderate,7.7,36.55
E07F,5.0,Meal,motorcycle,22.46,clear sky,Moderate,7.69,27.95
5.90E+05,4.7,Buffet,motorcycle,23.11,haze,High,13.62,38.95
5C42,4.8,Snack,motorcycle,28.28,mist,High,26.98,50.18
6981,4.8,Drinks,scooter,24.92,clear sky,Very High,24.59,57.07
64D,4.6,Snack,scooter,24.91,clear sky,Very High,21.05,50.3
8685,4.6,Meal,motorcycle,24.06,haze,Very High,23.37,50.17
897A,3.8,Drinks,scooter,27.79,clear sky,Very High,21.0,60.78
6097,4.6,Drinks,electric_scooter,20.23,clear sky,High,26.11,45.37
2156,4.7,Drinks,motorcycle,23.03,clear sky,High,11.36,50.33
9BB1,4.3,Snack,motorcycle,28.32,mist,Low,5.0,20.3
3.00E+38,4.7,Snack,scooter,20.04,mist,Low,3.19,22.27
3C2E,4.8,Drinks,motorcycle,22.14,haze,High,12.87,41.77
8A5E,4.3,Snack,electric_scooter,22.1,haze,Low,7.16,25.08
6C7,4.3,Drinks,motorcycle,22.08,haze,Moderate,8.6,35.83
4C45,4.9,Snack,scooter,20.81,clear sky,High,16.75,44.32
4A05,4.9,Buffet,motorcycle,22.19,haze,Very High,21.8,50.22
14F3,4.8,Meal,motorcycle,23.92,haze,High,24.07,40.85
91AE,4.7,Meal,motorcycle,27.99,smoke,Low,5.08,23.38
7CE5,4.9,Snack,motorcycle,28.35,overcast clouds,Very High,21.14,66.25
781A,4.8,Meal,motorcycle,20.55,clear sky,Low,7.0,17.43
3.00E+30,4.9,Meal,scooter,24.9,clear sky,Very High,21.59,47.73
D49C,4.9,Snack,motorcycle,24.9,clear sky,Very High,27.62,64.4
8EA1,4.5,Drinks,motorcycle,25.02,mist,Very Low,2.41,21.17
9D28,4.9,Drinks,scooter,28.38,overcast clouds,Very High,26.17,78.52
3DDE,5.0,Drinks,motorcycle,23.72,haze,Moderate,6.14,33.6
7FEF,5.0,Meal,scooter,22.91,clear sky,High,12.11,31.98
3828,4.5,Drinks,scooter,22.93,haze,Very High,17.37,57.7
BD17,4.5,Buffet,motorcycle,20.81,clear sky,High,16.81,37.5
55A6,4.2,Buffet,motorcycle,20.03,mist,Low,4.36,19.9
5FF5,4.7,Meal,scooter,23.25,haze,Moderate,8.9,27.15
DF4D,4.2,Buffet,motorcycle,24.01,clear sky,Very Low,2.08,9.82
511F,4.5,Snack,scooter,20.1,mist,High,7.99,38.5
BD02,4.9,Meal,motorcycle,22.95,haze,High,15.3,39.82
41F3,4.6,Snack,motorcycle,20.23,clear sky,High,26.11,40.22
806E,4.4,Meal,motorcycle,24.92,clear sky,Very High,24.59,48.05
73B4,4.6,Buffet,motorcycle,23.95,clear sky,High,17.16,46.85
CD2D,4.8,Meal,motorcycle,27.99,haze,High,17.67,42.42
C8BB,4.7,Meal,scooter,25.71,clear sky,Moderate,8.66,21.1
DC47,4.1,Snack,scooter,11.16,clear sky,Very High,30.04,83.5
4D6B,5.0,Snack,scooter,24.91,clear sky,Very High,25.39,54.87
3DE1,4.6,Buffet,motorcycle,22.91,clear sky,High,13.88,40.85
9F46,5.0,Drinks,scooter,28.34,overcast clouds,Very High,24.07,78.82
BF2C,4.6,Buffet,scooter,23.9,clear sky,Moderate,9.84,26.12
377A,4.9,Snack,motorcycle,20.22,scattered clouds,Very High,21.7,54.82
3B49,4.7,Snack,motorcycle,24.97,mist,Very Low,1.96,14.93
CE5A,4.8,Buffet,scooter,28.88,scattered clouds,High,16.47,36.08
256B,4.5,Meal,motorcycle,20.52,clear sky,Very Low,2.2,8.23
8D21,4.5,Meal,motorcycle,25.79,haze,Very Low,2.83,11.38
747E,4.2,Buffet,motorcycle,25.02,mist,Very Low,2.41,14.17
A40F,4.7,Snack,scooter,24.02,haze,High,18.91,49.67
5690,4.8,Drinks,scooter,22.84,clear sky,Very High,29.29,77.78
A365,4.6,Snack,motorcycle,28.34,mist,Low,6.03,23.42
858F,4.8,Meal,motorcycle,20.81,clear sky,High,16.91,40.98
8202,4.6,Meal,electric_scooter,28.0,smoke,Low,3.08,23.4
6B6,4.6,Snack,electric_scooter,20.16,mist,High,9.71,40.32
BA36,4.9,Snack,motorcycle,28.35,overcast clouds,Very High,26.31,71.97
2C70,4.7,Snack,motorcycle,27.98,smoke,Moderate,6.5,34.32
CC0D,4.5,Buffet,motorcycle,25.36,clear sky,Very High,33.04,54.03
834D,4.8,Meal,motorcycle,22.66,haze,Low,4.35,15.52
3A78,4.1,Snack,scooter,28.01,clear sky,Very High,25.98,53.1
6AE6,4.0,Meal,motorcycle,20.2,mist,High,11.38,38.6
6B94,5.0,Buffet,scooter,28.38,mist,Very Low,2.35,14.15
A888,4.0,Meal,motorcycle,20.23,scattered clouds,High,18.54,41.6
9012,4.5,Drinks,motorcycle,20.11,mist,Low,4.38,29.08
30F5,4.8,Meal,scooter,20.29,scattered clouds,High,19.56,44.5
BC9B,4.7,Drinks,scooter,22.96,clear sky,Moderate,8.28,39.72
A78B,3.9,Snack,scooter,20.7,clear sky,Very High,26.72,61.17
E007,5.0,Buffet,scooter,25.19,clear sky,High,16.33,39.88
341F,5.0,Drinks,motorcycle,23.42,haze,Moderate,6.2,34.85
DACE,4.6,Buffet,motorcycle,23.81,clear sky,High,13.18,34.15
7354,4.9,Drinks,motorcycle,25.88,haze,Low,4.59,24.42
7ADF,4.6,Drinks,electric_scooter,22.86,clear sky,Moderate,10.52,39.8
6.00E+17,5.0,Snack,scooter,22.06,haze,Very Low,2.29,15.17
9AFE,4.6,Meal,motorcycle,23.55,haze,Moderate,5.82,23.32
773E,4.7,Buffet,electric_scooter,25.9,haze,Moderate,10.48,28.73
1.00E+20,5.0,Meal,scooter,25.81,haze,Moderate,6.79,23.85
3D9F,4.9,Snack,motorcycle,26.01,haze,High,17.11,41.38
DAFD,4.8,Buffet,motorcycle,23.67,clear sky,High,23.44,44.02
3C11,4.8,Drinks,motorcycle,23.1,clear sky,Low,2.28,25.15
BE49,4.1,Meal,scooter,22.68,haze,High,16.52,43.85
B0EF,4.6,Buffet,motorcycle,26.26,haze,High,29.81,47.07
94BF,3.5,Meal,scooter,22.18,haze,High,16.86,37.28
1516,4.9,Meal,motorcycle,26.15,haze,Very High,26.96,52.25
17FB,4.0,Snack,motorcycle,22.5,haze,Very High,15.33,65.57
161B,4.8,Snack,scooter,23.47,clear sky,Very High,28.56,63.65
B5E0,4.6,Buffet,scooter,28.0,clear sky,High,12.85,38.35
1B16,4.1,Buffet,motorcycle,20.54,clear sky,Very Low,2.24,11.02
196B,4.7,Buffet,scooter,20.16,mist,High,18.25,44.13
6968,4.5,Drinks,motorcycle,23.24,haze,Very High,18.36,64.05
1.50E+08,4.6,Buffet,motorcycle,24.9,clear sky,High,16.63,37.7
2277,4.6,Snack,motorcycle,20.24,mist,High,10.01,44.32
CC8D,5.0,Drinks,motorcycle,25.48,clear sky,High,13.97,42.43
8247,4.0,Drinks,motorcycle,28.59,mist,Moderate,9.89,39.08
B8A2,4.7,Meal,motorcycle,22.12,haze,High,12.94,32.68
7DEA,4.1,Snack,scooter,22.95,haze,High,15.3,43.78
D8B0,4.6,Meal,motorcycle,21.98,clear sky,Moderate,11.85,30.27
A26,4.6,Snack,motorcycle,28.02,smoke,High,10.39,40.9
7F8E,4.3,Buffet,scooter,20.26,mist,Very High,23.34,57.77
8AFE,4.1,Buffet,motorcycle,25.89,haze,Moderate,9.36,26.43
A5DF,4.5,Buffet,scooter,20.29,clear sky,High,25.38,41.07
9EF1,5.0,Snack,motorcycle,28.28,mist,Low,6.66,26.92
5B3B,4.7,Buffet,scooter,23.62,haze,Low,4.79,17.0
5.80E+01,4.2,Buffet,motorcycle,24.9,mist,Moderate,9.44,31.22
6B14,4.7,Snack,motorcycle,24.94,mist,Moderate,11.45,36.95
C1CB,4.7,Drinks,motorcycle,28.94,scattered clouds,High,14.68,47.03
2633,4.2,Drinks,motorcycle,25.82,haze,High,14.21,44.0
E49,4.9,Snack,motorcycle,28.01,smoke,High,17.63,50.6
4530,4.7,Buffet,motorcycle,28.32,overcast clouds,Very High,26.35,58.7
49DD,4.8,Meal,motorcycle,20.1,mist,Low,4.12,16.87
4C3C,4.7,Meal,motorcycle,22.57,clear sky,High,15.12,42.2
1C05,4.0,Meal,scooter,25.02,mist,Low,6.06,20.1
5EE6,4.8,Snack,scooter,22.96,haze,Moderate,10.64,33.77
18C6,4.6,Snack,motorcycle,26.06,haze,Moderate,14.79,35.18
2B22,4.6,Buffet,electric_scooter,28.04,smoke,High,17.77,39.15
BFBD,4.0,Snack,scooter,28.98,scattered clouds,Moderate,11.07,34.23
41C9,4.7,Drinks,scooter,22.69,haze,Very High,21.71,64.5
BFCA,4.9,Drinks,scooter,22.17,clear sky,Very High,21.2,64.38
2B4F,5.0,Snack,motorcycle,24.97,mist,Low,4.5,21.73
B035,5.0,Drinks,scooter,22.12,haze,Moderate,9.41,38.72
6AF8,4.7,Meal,scooter,23.29,haze,High,14.41,38.92
31C7,4.8,Snack,motorcycle,25.01,mist,Moderate,9.53,32.3
DA0E,4.6,Drinks,scooter,22.13,clear sky,Moderate,9.05,35.1
45CA,4.4,Meal,motorcycle,22.46,clear sky,Low,8.31,20.82
AEB1,4.6,Meal,electric_scooter,22.71,clear sky,Very High,21.88,56.23
3930,4.8,Drinks,motorcycle,27.94,clear sky,Very High,35.89,95.17
2617,4.8,Snack,motorcycle,23.63,haze,Moderate,5.63,26.45
13BB,4.9,Meal,motorcycle,25.99,haze,Moderate,11.59,28.2
8659,4.9,Meal,motorcycle,23.09,clear sky,Very High,19.78,58.57
4AF6,5.0,Snack,motorcycle,22.71,clear sky,Very High,21.88,60.23
2DC4,4.6,Snack,electric_scooter,20.18,mist,High,19.02,44.77
6CC2,4.7,Meal,motorcycle,20.08,mist,Low,4.57,15.72
AFE7,4.8,Buffet,scooter,21.96,haze,Low,2.31,14.98
7444,4.6,Meal,motorcycle,22.47,haze,High,16.41,42.85
2A76,4.8,Drinks,scooter,28.34,overcast clouds,Very High,21.52,71.17
40C3,4.7,Buffet,motorcycle,23.31,haze,High,13.05,48.98
A7C2,4.1,Drinks,motorcycle,27.69,smoke,Very High,17.93,66.22
51D7,4.3,Meal,motorcycle,24.94,mist,Moderate,11.08,32.4
B4A,4.6,Drinks,scooter,23.34,haze,Moderate,10.75,39.73
601C,4.5,Meal,electric_scooter,20.38,clear sky,Low,7.01,18.58
BAAE,4.6,Drinks,motorcycle,27.98,smoke,Moderate,4.25,41.88
5529,4.6,Drinks,electric_scooter,22.44,clear sky,Moderate,11.01,36.42
1FDB,4.8,Meal,motorcycle,26.01,haze,High,19.24,46.2
499D,4.7,Snack,motorcycle,28.59,mist,Moderate,9.89,34.08
2AEF,4.7,Drinks,motorcycle,23.99,haze,Low,6.62,25.37
9B46,4.9,Meal,motorcycle,23.02,clear sky,Moderate,5.08,24.77
9.00E+25,4.3,Snack,motorcycle,27.21,smoke,Very High,32.73,93.3
662B,4.5,Snack,scooter,20.7,clear sky,High,20.42,36.63
CF76,4.6,Drinks,motorcycle,24.14,scattered clouds,Very High,34.25,77.12
AED 4.00,4.9,Drinks,motorcycle,20.03,mist,Low,4.36,26.83
4C92,4.7,Meal,motorcycle,20.06,mist,Very Low,2.37,11.13
4F4D,4.6,Meal,motorcycle,27.18,smoke,High,20.12,47.73
CBB4,4.8,Snack,motorcycle,25.64,clear sky,Low,6.04,24.02
495B,4.2,Buffet,motorcycle,20.7,clear sky,Very High,18.38,48.45
9F9D,4.8,Meal,scooter,23.25,haze,High,12.78,37.28
C155,4.7,Buffet,motorcycle,23.9,clear sky,Low,4.43,16.87
BFE2,4.8,Meal,scooter,21.51,haze,High,14.24,41.57
650B,4.7,Meal,motorcycle,22.8,haze,High,18.46,46.82
2474,4.6,Snack,scooter,23.93,haze,High,24.44,46.47
D74,4.9,Buffet,motorcycle,23.68,haze,Very Low,2.06,10.0
434D,4.9,Drinks,motorcycle,28.48,mist,Low,3.19,23.33
16A2,4.6,Snack,motorcycle,23.81,clear sky,Very High,31.02,70.78
9462,4.2,Drinks,scooter,20.23,scattered clouds,High,17.33,55.73
31AD,4.9,Meal,motorcycle,27.7,smoke,Very High,20.51,57.97
5977,4.7,Snack,scooter,22.18,haze,Moderate,13.18,31.18
4D3E,4.7,Buffet,motorcycle,24.91,clear sky,Very High,25.4,52.88
6B89,4.9,Drinks,motorcycle,20.15,scattered clouds,High,19.73,50.27
36CC,4.6,Snack,motorcycle,26.12,haze,Very High,20.42,51.72
8D77,4.8,Buffet,scooter,20.23,clear sky,High,25.68,47.85
9DA5,4.9,Snack,motorcycle,22.19,haze,High,20.92,50.0
84ED,5.0,Buffet,scooter,20.61,clear sky,Low,7.95,19.62
6FFD,4.7,Snack,scooter,20.1,mist,High,16.94,42.3
B3AA,4.2,Meal,motorcycle,23.09,clear sky,Very High,17.82,48.72
D5D9,4.7,Buffet,motorcycle,28.03,haze,High,16.43,42.22
BE40,4.9,Drinks,scooter,20.64,clear sky,Moderate,16.56,38.9
A228,4.5,Buffet,scooter,28.29,mist,Low,4.22,20.73
6F20,4.8,Drinks,motorcycle,22.89,clear sky,Very High,21.42,66.48
CF7,4.6,Snack,motorcycle,22.67,haze,Very High,20.92,54.88
5B42,4.5,Buffet,motorcycle,25.89,haze,Low,4.58,19.23
6B76,4.9,Drinks,motorcycle,23.1,clear sky,Low,2.28,25.13
52A0,4.3,Drinks,scooter,22.31,clear sky,Very High,27.88,60.05
AC66,4.8,Meal,scooter,28.5,mist,Very Low,1.56,9.22
6D8E,4.8,Buffet,motorcycle,22.97,haze,Low,4.85,19.4
C9A5,4.9,Snack,motorcycle,25.64,clear sky,Low,4.15,15.6
85AB,4.8,Drinks,motorcycle,28.27,overcast clouds,Very High,37.93,70.92
38BD,4.3,Meal,motorcycle,23.46,clear sky,Very High,25.42,58.6
4D1E,5.0,Drinks,scooter,28.46,mist,Low,6.98,31.63
6A9,4.6,Drinks,motorcycle,26.03,haze,High,14.45,45.88
4C4A,4.9,Snack,motorcycle,28.28,mist,High,26.98,50.17
9401,4.6,Drinks,scooter,22.91,haze,Low,5.6,30.83
940B,4.7,Buffet,motorcycle,22.81,haze,Very High,19.99,51.23
3460,4.0,Snack,motorcycle,23.61,haze,Low,4.17,23.63
2124,4.8,Snack,scooter,22.08,haze,Low,6.92,24.78
BAC7,4.8,Meal,motorcycle,22.27,haze,High,18.04,40.03
49F9,4.6,Buffet,motorcycle,22.77,haze,Very Low,1.83,9.98
92C9,4.6,Buffet,motorcycle,22.12,haze,Low,6.37,23.4
DA7B,4.2,Meal,motorcycle,27.99,haze,Moderate,5.31,24.32
A180,4.6,Snack,motorcycle,23.47,clear sky,Very High,25.16,62.67
3479,4.9,Drinks,motorcycle,22.91,haze,Moderate,5.62,31.38
C568,4.7,Meal,motorcycle,23.67,clear sky,Very High,20.17,47.35
41DE,4.6,Meal,motorcycle,20.61,clear sky,Moderate,13.03,22.2
82EC,4.9,Meal,motorcycle,22.31,clear sky,High,24.02,39.55
BD7F,4.8,Drinks,scooter,20.54,clear sky,Low,5.03,28.4
558B,4.6,Drinks,scooter,23.02,clear sky,Low,2.79,26.45
B445,4.5,Drinks,electric_scooter,27.97,smoke,Low,2.31,27.32
3.50E+04,4.9,Buffet,motorcycle,25.01,mist,Moderate,9.53,30.53
5.50E+05,4.4,Drinks,motorcycle,27.88,smoke,Very Low,2.12,23.68
38EE,4.6,Drinks,motorcycle,22.74,haze,Moderate,6.66,38.02
C6A5,4.6,Snack,motorcycle,24.14,scattered clouds,High,19.52,50.53
4B9C,4.7,Buffet,scooter,22.81,haze,Very Low,3.86,13.27
6.00E+77,4.0,Meal,scooter,22.91,clear sky,High,13.88,38.8
9DB,4.6,Snack,scooter,22.31,clear sky,Moderate,9.33,32.28
A471,4.1,Buffet,motorcycle,24.01,haze,Moderate,11.75,29.02
2235,4.6,Buffet,scooter,20.06,mist,Very Low,1.83,11.45
